point_id,point_type,doy_band,snow_free_doy,ndvi_18,ndvi_25,ndvi_diff,ndwi_18,ndwi_25,ndwi_diff,brightness_18,brightness_25,brightness_diff
164,non_vegetated,early,114.97740173339844,0.08272611790291602,0.07484789974533802,-0.007878218157577999,-0.05530355488949023,-0.03424861234164053,0.021054942547849696,0.19043771290378253,0.09060302036896092,-0.0998346925348216
165,non_vegetated,early,128.75064086914062,0.21779364094934453,0.26138117158130986,0.04358753063196533,-0.19745314566262753,-0.2146025927471443,-0.017149447084516767,0.22978884260774707,0.18502407433214588,-0.04476476827560119
166,non_vegetated,early,125.4988021850586,0.4839981297439758,0.20886705599188912,-0.2751310737520867,-0.10100516875792785,-0.156427534214331,-0.05542236545640315,0.20086999075018871,0.17898198827796163,-0.02188800247222708
170,non_vegetated,early,112.81427001953124,0.20224259297775435,0.14353236538074926,-0.05871022759700509,-0.1018756988983034,-0.09347123891506454,0.008404459983238868,0.05320175208194913,0.20610836477220398,0.15290661269025485
171,non_vegetated,early,128.90879821777344,0.14385899016750575,0.1746021033070778,0.030743113139572037,-0.18036667702241801,-0.1926332869425149,-0.012266609920096871,0.23615613058209425,0.21363259608590465,-0.0225235344961896
172,non_vegetated,early,113.34725952148438,0.11145416702444583,0.1222471939019042,0.010793026877458367,-0.029007120083585053,-0.08325218568297683,-0.05424506559939178,0.24253487598303466,0.14237742291338618,-0.10015745306964849
174,non_vegetated,early,115.5198745727539,0.16037745528729133,0.18758825528019185,0.02721079999290052,-0.1936681716769737,-0.19716079066273884,-0.003492618985765139,0.27282630211254316,0.19699767208630925,-0.07582863002623391
175,non_vegetated,early,126.87384033203124,0.047916914532750404,0.1167422534020083,0.0688253388692579,-0.030160660797114366,-0.08076896425455829,-0.05060830345744392,0.1934614786235561,0.2056965922490199,0.012235113625463812
176,non_vegetated,early,128.51405334472656,0.0718254790096963,0.1094484706817566,0.037622991672060305,-0.04935797971423037,-0.06641318647952237,-0.017055206765291993,0.19789672455592466,0.1771083569971092,-0.020788367558815468
177,non_vegetated,early,123.6408233642578,0.15104899883780434,0.213085825061363,0.06203682622355866,-0.10297483079437318,-0.12920319864158283,-0.026228367847209652,0.16625105939064805,0.13582934958980097,-0.030421709800847074
178,non_vegetated,early,124.5185317993164,0.37930803507867444,0.392631128488404,0.013323093409729536,-0.18290991569548748,-0.20263783294287152,-0.01972791724738404,0.1980869332622541,0.1914466034686357,-0.006640329793618394
179,non_vegetated,early,123.31594848632812,0.14099144134025285,0.1579632888847277,0.01697184754447484,-0.05444842080388509,-0.06085581438238551,-0.0064073935785004255,0.3129902972071842,0.20751200627688066,-0.10547829093030353
180,non_vegetated,early,122.50320434570312,0.11257119724546458,0.12154099766510741,0.008969800419642834,-0.08082271490980854,-0.1009065143767861,-0.020083799466977567,0.16598023143515253,0.15872626963414646,-0.00725396180100607
181,non_vegetated,early,123.06640625,0.20254581895784088,0.22329800583239184,0.020752186874550965,-0.20597561367212794,-0.21381964321295915,-0.007844029540831216,0.214542915149216,0.2074051179819636,-0.007137797167252408
185,non_vegetated,early,112.57105255126952,0.39352098704400146,0.46035520005610336,0.0668342130121019,-0.08865132009627014,-0.12107702762974926,-0.03242570753347912,0.2725129671961244,0.22752683018579295,-0.04498613701033144
187,non_vegetated,early,118.5220947265625,0.2117770304949148,0.08488247824251724,-0.12689455225239757,-0.030439841307340343,-9.45309772537552e-4,0.02949453153480279,0.27384798914760516,0.20138711879215038,-0.07246087035545479
188,non_vegetated,early,119.53978729248048,0.18662030413809289,0.21914254473471298,0.032522240596620094,-0.12294162017997362,-0.12843023484611396,-0.00548861466614034,0.22956417175935726,0.20165282860180436,-0.027911343157552893
