band,wavelength_nm,importance,importance_pct,communality,sd_pct
290,2110,0.0018454033582005107,0.29026092518209773,0.04701641811677117,0.007270942331619699
291,2120,0.001776697615216402,0.27945429451500214,0.04824392430478255,0.006395971760213552
292,2120,0.0018294121616163803,0.28774569213309936,0.04871694734549079,0.006253670743515216
293,2130,0.0017141687889602895,0.26961922248102255,0.04662600944132189,0.005837343807116939
294,2130,0.001562869330086751,0.245821541222326,0.042519277534519694,0.005397421306396385
295,2140,0.0014529380579913521,0.22853060447234072,0.038495734843061596,0.005141021468669565
296,2140,0.001348458888605717,0.21209722136757425,0.0384576579821699,0.0037886026893316892
297,2150,0.0012253344394031716,0.19273114815693698,0.03471869562333894,0.0036458848424227707
298,2150,0.0011878527880621501,0.1868357113965929,0.03574363782851418,0.0034342005782863677
299,2160,0.001202698177432968,0.1891707220241144,0.04150367084470713,0.0048166525897114214
300,2160,0.0011783322263231705,0.18533823549446587,0.0414935377815992,0.005198608432228123
301,2170,0.0012958732264586386,0.2038260957741929,0.03998196187076933,0.00491605638058434
302,2170,0.0014664654790686133,0.23065831370174325,0.045105765460217155,0.005208271777237433
303,2180,0.0017991304129409498,0.28298271803987285,0.057817613643896,0.006343143849089912
304,2180,0.0020590500731046185,0.3238651195467664,0.07068502090187927,0.00728157799612005
305,2190,0.003031332040377101,0.4767939966425438,0.10058099893216305,0.010228423286362193
306,2190,0.0033672614543761898,0.529631866515251,0.11406799551413235,0.011237320907550405
307,2200,0.0038015590375732843,0.597941928780479,0.11525051200420146,0.014495600297298296
308,2200,0.0035946879104155924,0.5654034571799895,0.10644164980829351,0.01553479724578529
309,2210,0.003432065890808074,0.5398248661058475,0.09341275290050785,0.01676704561833176
310,2210,0.0030908288249684047,0.48615216306404185,0.07786102736110495,0.01606546667036305
311,2220,0.0029361211325835807,0.4618184055010369,0.08783779488692611,0.013965147198649545
312,2220,0.0027811089215339117,0.4374367506211661,0.11174404228699161,0.01604793761279608
313,2230,0.0027160123345319415,0.42719779907411043,0.11998441730640486,0.018494683962496324
314,2230,0.0022310882378823826,0.3509247629863001,0.10139525434741938,0.016174735684819964
315,2240,0.00184396098082605,0.29003405565283613,0.09120739195095345,0.01598968382239861
316,2240,0.0016669908461924288,0.26219866954058546,0.08147484285078024,0.013918016890859206
317,2250,0.001468687705387107,0.2310078445857658,0.07738828126946848,0.014126807874147657
318,2250,0.0014029286842231613,0.22066469969156316,0.06971309765553987,0.012584537672306398
319,2260,0.0012062480045541965,0.18972906939021492,0.051493824930991666,0.008665826092380547
320,2260,0.0011279752655542583,0.17741765923822886,0.042530236444965445,0.0063555100680401325
321,2270,0.0011496378819863774,0.1808249420198009,0.03417836541170565,0.005041242780593168
322,2270,0.001312960774785707,0.206513772462581,0.037446469260445904,0.004924992221594857
323,2280,0.0013359214157940569,0.21012521972273795,0.03672169447215997,0.004690213552672715
324,2280,0.001362965299383923,0.2143789145241639,0.04149442402639594,0.004401823279582662
325,2290,0.0013159809426789852,0.20698881046606826,0.04068843985934038,0.003983277590380952
326,2290,0.001439048139378437,0.22634587851019652,0.04979912622010259,0.004671148586631016
327,2300,0.0015293210835777677,0.24054478423222814,0.05982954256367329,0.005818234060100218
328,2300,0.0016401994821103067,0.25798469318099426,0.06281056402559604,0.006094926789966619
329,2310,0.001669126925920462,0.2625346505473211,0.05949267728367945,0.005653648695213797
330,2310,0.0015009519271207354,0.236082639106469,0.05256006598065973,0.004764352945456531
331,2320,0.0014992082489678395,0.23580837839721527,0.0541698016246719,0.004887210105042766
