point_type,band_number,wavelength_nm,mean_18,mean_25,mean_diff,sd_diff,n_pairs,pooled_sd,t_stat,cohens_d,ci95_lo,ci95_hi
vegetated,130,1030,0.07405977700931785,0.07919975865535005,0.005139981646032351,0.007265220131834546,1058,0.010845720826419858,23.012066711272688,0.4739179376175262,0.004702195498763433,0.005577767793301269
vegetated,131,1030,0.07447504686892999,0.07969335880363242,0.0052183119347024584,0.007362991096535477,1058,0.010990822548740826,23.05252994630224,0.4747881163180366,0.004774634324659599,0.0056619895447453175
vegetated,132,1040,0.07489987078615189,0.08019999593460939,0.005300125148457509,0.007457119370667237,1058,0.011131993020612256,23.11840475884872,0.47611646347996034,0.004850775576143245,0.005749474720771772
vegetated,133,1040,0.07530522822727759,0.08066433411991006,0.0053591058926324596,0.007539637328330648,1058,0.01124978837554116,23.119834260827272,0.4763739293339964,0.004904783970119518,0.005813427815145401
vegetated,134,1050,0.07568466005611241,0.08110788744425997,0.005423227388147454,0.007608448946018558,1058,0.011345987248346808,23.184862106197105,0.47798638139115285,0.00496475902926393,0.005881695747030979
vegetated,135,1050,0.07604154313432153,0.08151338553558778,0.005471842401266148,0.007660601432892444,1058,0.011417424514339566,23.233441586151002,0.4792536525548173,0.005010231448505946,0.00593345335402635
vegetated,136,1060,0.07637093973687215,0.08187944973440739,0.005508509997535084,0.007701704388301848,1058,0.011468998746252613,23.264307554147766,0.48029563167708406,0.005044422271302982,0.0059725977237671864
vegetated,137,1060,0.07666641199107022,0.0821971310344542,0.005530719043383971,0.007730555198473116,1058,0.011500861953465842,23.27093030712639,0.48089604638000727,0.0050648928309393005,0.005996545255828641
vegetated,138,1070,0.07698036869494686,0.08251223088711411,0.0055318621921673205,0.007748217797225851,1058,0.011515170321700617,23.22268153371848,0.4803977742076808,0.005064971670463136,0.005998752713871505
vegetated,139,1070,0.0772061818407727,0.08273054687882903,0.005524365038056305,0.007744947711035064,1058,0.011498395985447088,23.201000418803623,0.4804465809881832,0.005057671564536309,0.005991058511576302
vegetated,140,1080,0.07736493701758951,0.08284801591261926,0.0054830788950296135,0.007714789324841003,1058,0.011443245484207368,23.1176273050936,0.47915417899552354,0.005018202699370462,0.005947955090688765
vegetated,141,1080,0.07748467522390022,0.08291007295632953,0.005425397732429211,0.0076639176651176364,1058,0.011357942327224913,23.026269587421606,0.47767435122685636,0.0049635869508265285,0.005887208514031894
